,name,address,city,category,rating,url
1767,The Picnic Basket,65 W 37th St,New York,Cafes,4.5,http://www.yelp.com/biz/the-picnic-basket-new-york
1768,Woorijip Authentic Korean Food,12 W 32nd St,New York,Korean,4.0,http://www.yelp.com/biz/woorijip-authentic-korean-food-new-york
1769,Café Zaiya,18 E 41st St,New York,Japanese,4.0,http://www.yelp.com/biz/caf%C3%A9-zaiya-new-york-4
1770,Cipriani Le Specialita,110 E 42nd St,New York,Specialty Food,4.5,http://www.yelp.com/biz/cipriani-le-specialita-new-york
1771,Sophie's Cuban Cuisine,73 New St,New York,Cuban,4.0,http://www.yelp.com/biz/sophies-cuban-cuisine-new-york-8
1772,Margon,136 W 46th St,New York,Cuban,4.0,http://www.yelp.com/biz/margon-new-york
1773,Soba-ya,229 E 9th St,New York,Japanese,4.0,http://www.yelp.com/biz/soba-ya-new-york
1774,Sophie's Cuban Cuisine,96 Chambers St,New York,Cuban,4.0,http://www.yelp.com/biz/sophies-cuban-cuisine-new-york-5
1775,Bodhi Tree,58 3rd Ave,New York,Thai,4.0,http://www.yelp.com/biz/bodhi-tree-new-york
1776,Dig Inn Seasonal Market,40 W 55th St,New York,American (New),4.0,http://www.yelp.com/biz/dig-inn-seasonal-market-new-york-6
1777,Num Pang Sandwich Shop,140 E 41st St,New York,Cambodian,4.0,http://www.yelp.com/biz/num-pang-sandwich-shop-new-york
1778,Tina's Cuban Cuisine,23 W 56th St,New York,Cuban,4.0,http://www.yelp.com/biz/tinas-cuban-cuisine-new-york-3
1779,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/govindas-vegetarian-brooklyn
1780,Katsu-Hama,11 E 47th St,New York,Japanese,4.0,http://www.yelp.com/biz/katsu-hama-new-york
1781,Kati Roll Company,49 W 39th St,New York,Indian,4.0,http://www.yelp.com/biz/kati-roll-company-new-york
1782,Gourmet 53,875 3rd Ave,New York,American (New),4.0,http://www.yelp.com/biz/gourmet-53-new-york
1783,Dig Inn Seasonal Market,275 Madison Ave,New York,American (New),4.0,http://www.yelp.com/biz/dig-inn-seasonal-market-new-york
1784,Luke's Lobster,26 S William St,New York,Seafood,4.5,http://www.yelp.com/biz/lukes-lobster-new-york-5
1785,Leña Latin Grill,34 W 35th St,New York,Latin American,4.0,http://www.yelp.com/biz/le%C3%B1a-latin-grill-new-york-2
1786,Green Symphony,255 W 43rd St,New York,Vegetarian,4.0,http://www.yelp.com/biz/green-symphony-new-york
1787,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
1788,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
1789,Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
1790,Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
1791,Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
1792,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
1793,Panera Bread,5158 King's Plaza,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/panera-bread-brooklyn
1794,China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
1795,E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
1796,Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
1797,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
1798,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,Barbeque,4.0,http://www.yelp.com/biz/joepers-smokeshack-brooklyn
1799,Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
1800,Sweet House Frozen Yogurt and Sushi,6305 Ave N,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/sweet-house-frozen-yogurt-and-sushi-brooklyn
1801,China Kettle Chinese Restaurant,6606 Avenue U,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/china-kettle-chinese-restaurant-brooklyn
1802,Sbarro,Kings Plaza Mall,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/sbarro-brooklyn-2
1803,De Island,8203 Flatlands Ave,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/de-island-brooklyn
1804,Wilkens II Deli,7114 Ave U,Brooklyn,Delis,3.5,http://www.yelp.com/biz/wilkens-ii-deli-brooklyn
1805,Paco's Tacos,2368 Flatbush Ave,Brooklyn,Mexican,3.0,http://www.yelp.com/biz/pacos-tacos-brooklyn
1806,China New Star,2212 Flatbush Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/china-new-star-brooklyn-2
1807,Di Fara Pizza,1424 Ave J,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/di-fara-pizza-brooklyn
1808,Mish Mash Gourmet,1103 Kings Hwy,Brooklyn,American (New),3.0,http://www.yelp.com/biz/mish-mash-gourmet-brooklyn
1809,Memo Shishkebob,1821 Kings Hwy,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/memo-shishkebob-brooklyn
1810,Chikurin,1777 Ocean Ave,Brooklyn,Japanese,3.5,http://www.yelp.com/biz/chikurin-brooklyn
1811,Moldova Restaurant,1827 Coney Island Ave,Brooklyn,Modern European,4.0,http://www.yelp.com/biz/moldova-restaurant-brooklyn-2
1812,Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
1813,Salud,1308 Ave H,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/salud-brooklyn
1814,Sunflower Cafe,1223 Quentin Rd,Brooklyn,Kosher,3.5,http://www.yelp.com/biz/sunflower-cafe-brooklyn
1815,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
1816,Pho Vietnam,1243 Ave U,Brooklyn,Vietnamese,4.0,http://www.yelp.com/biz/pho-vietnam-brooklyn
1817,Brennan & Carr,3432 Nostrand Ave,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/brennan-and-carr-brooklyn-2
1818,Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,Italian,4.0,http://www.yelp.com/biz/joes-of-avenue-u-italian-cuisine-brooklyn
1819,Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
1820,Pho Hoai Restaurant,1906 Ave U,Brooklyn,Vietnamese,3.5,http://www.yelp.com/biz/pho-hoai-restaurant-brooklyn
1821,Twin Towers Bagel Express,975 Mcdonald Ave,Brooklyn,Sandwiches,4.5,http://www.yelp.com/biz/twin-towers-bagel-express-brooklyn
1822,Mitoushi Japanese Restaurant,1221 Quentin Rd,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/mitoushi-japanese-restaurant-brooklyn-2
1823,Coney Island Taste,2580 Coney Island Ave,Brooklyn,Latin American,4.5,http://www.yelp.com/biz/coney-island-taste-brooklyn
1824,Bassett Caterers,1404 Ave X,Brooklyn,Caterers,4.5,http://www.yelp.com/biz/bassett-caterers-brooklyn
1825,Tbilisi Restaurant,811 Kings Hwy,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/tbilisi-restaurant-brooklyn
1826,Pizza Time,1324 Ave J,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/pizza-time-brooklyn
1827,Zen Vegetarian House,773 Flatbush Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/zen-vegetarian-house-brooklyn
1828,Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/strictly-vegetarian-restaurant-brooklyn
1829,Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
1830,Am Thai Bistro,1003 Church Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/am-thai-bistro-brooklyn
1831,Brooklyn Commune,601 Greenwood Ave,Brooklyn,Specialty Food,3.5,http://www.yelp.com/biz/brooklyn-commune-brooklyn
1832,Piccoli,157 A Prospect Park SW,Brooklyn,Italian,4.5,http://www.yelp.com/biz/piccoli-brooklyn
1833,Exquisite Delight,2847 Church Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/exquisite-delight-brooklyn
1834,Flatbush Latin Grill,1902 Church Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/flatbush-latin-grill-brooklyn
1835,De Hot Pot,1127 Washington Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/de-hot-pot-brooklyn
1836,Peppa's Jerk Chicken,738 Flatbush Ave,Brooklyn,Caribbean,3.5,http://www.yelp.com/biz/peppas-jerk-chicken-brooklyn
1837,Terrace Coffee Shop,598 19th St,Brooklyn,Diners,3.5,http://www.yelp.com/biz/terrace-coffee-shop-brooklyn
1838,Fisherman's Cove,2025 Church Ave,Brooklyn,American (Traditional),3.5,http://www.yelp.com/biz/fishermans-cove-brooklyn
1839,Delroys Cafe and Wine Bar,65A  Fenimore St,Brooklyn,Cafes,4.5,http://www.yelp.com/biz/delroys-cafe-and-wine-bar-brooklyn
1840,Krupa Grocery,231 Prospect Park W,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/krupa-grocery-brooklyn
1841,Gyro Cafe,580 Coney Island Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/gyro-cafe-brooklyn
1842,Gandhi Fine Indian Cuisine,2032 Bedford Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/gandhi-fine-indian-cuisine-brooklyn
1843,El Ranchito Poblano,1228 Flatbush Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/el-ranchito-poblano-brooklyn
1844,To B Thai,126 Beverley Rd,Brooklyn,Thai,4.0,http://www.yelp.com/biz/to-b-thai-brooklyn
1845,Manna's Soul Food,956 Flatbush Ave,Brooklyn,Soul Food,3.5,http://www.yelp.com/biz/mannas-soul-food-brooklyn
1846,Four Seasons Bakery & Juice Bar,2281 Church Ave,Brooklyn,Vegan,4.0,http://www.yelp.com/biz/four-seasons-bakery-and-juice-bar-brooklyn
1847,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
1848,Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
1849,Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
1850,Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
1851,China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
1852,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
1853,E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
1854,Panera Bread,5158 King's Plaza,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/panera-bread-brooklyn
1855,Sweet House Frozen Yogurt and Sushi,6305 Ave N,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/sweet-house-frozen-yogurt-and-sushi-brooklyn
1856,Sbarro,Kings Plaza Mall,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/sbarro-brooklyn-2
1857,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,Barbeque,4.0,http://www.yelp.com/biz/joepers-smokeshack-brooklyn
1858,China Kettle Chinese Restaurant,6606 Avenue U,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/china-kettle-chinese-restaurant-brooklyn
1859,China New Star,2212 Flatbush Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/china-new-star-brooklyn-2
1860,Paco's Tacos,2368 Flatbush Ave,Brooklyn,Mexican,3.0,http://www.yelp.com/biz/pacos-tacos-brooklyn
1861,Wilkens II Deli,7114 Ave U,Brooklyn,Delis,3.5,http://www.yelp.com/biz/wilkens-ii-deli-brooklyn
1862,Original Pizza,2351 Ralph Avenue,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/original-pizza-brooklyn-2
1863,Boston Market,1972 Ralph Ave,Brooklyn,Comfort Food,3.0,http://www.yelp.com/biz/boston-market-brooklyn
1864,Frank's Pizza,2134 Flatbush Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/franks-pizza-brooklyn
1865,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
1866,Sunny John Pizzeria,5415 Ave N,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/sunny-john-pizzeria-brooklyn
1867,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/new-park-pizzeria-howard-beach
1868,Kawaii Sushi,82-19 153rd Ave,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/kawaii-sushi-howard-beach
1869,Gino's Pizzeria & Restaurant,158-46 Crossbay Blvd,Queens,Pizza,3.5,http://www.yelp.com/biz/ginos-pizzeria-and-restaurant-queens
1870,GREEK GRILL Howard Beach,156-40 Cross Bay Blvd,Jamaica,Greek,3.5,http://www.yelp.com/biz/greek-grill-howard-beach-jamaica
1871,Lenny's Pizza & Restaurant,16402 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/lennys-pizza-and-restaurant-howard-beach
1872,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,Spanish,3.5,http://www.yelp.com/biz/el-rey-ii-restaurant-brooklyn
1873,Win Hou Chinese Restaurant,8221 153rd Avenue,Howard Beach,Chinese,3.5,http://www.yelp.com/biz/win-hou-chinese-restaurant-howard-beach
1874,Romeo Pizzeria,13424 Crossbay Boulevard,Ozone Park,Pizza,4.5,http://www.yelp.com/biz/romeo-pizzeria-ozone-park
1875,Nanking Restaurant,134-07 Rockaway Blvd,South Ozone Park,Indian,4.0,http://www.yelp.com/biz/nanking-restaurant-south-ozone-park
1876,Trinciti Roti Shop & Restaurant,111-05 Lefferts Blvd,Ozone Park,Caribbean,4.0,http://www.yelp.com/biz/trinciti-roti-shop-and-restaurant-ozone-park
1877,Sakura,15-838 Crossbay Blvd,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/sakura-howard-beach
1878,El Pollo Inka Peru,78-06 101st Ave,New York,Latin American,3.5,http://www.yelp.com/biz/el-pollo-inka-peru-new-york
1879,Chopsticks,11716 Liberty Ave,South Richmond Hill,Chinese,3.5,http://www.yelp.com/biz/chopsticks-south-richmond-hill
1880,Aldo's II Pizzeria & Restaurant,13701 Crossbay Blvd,Ozone Park,Italian,3.5,http://www.yelp.com/biz/aldos-ii-pizzeria-and-restaurant-ozone-park
1881,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
1882,Long Hing Kitchen,10422 Liberty Ave,Ozone Park,Chinese,3.5,http://www.yelp.com/biz/long-hing-kitchen-ozone-park
1883,Empire Buffet,16149 Crossbay Blvd,Howard Beach,Chinese,2.0,http://www.yelp.com/biz/empire-buffet-howard-beach
1884,Caridad Restaurant,9019 Jamaica Ave,Woodhaven,Spanish,4.0,http://www.yelp.com/biz/caridad-restaurant-woodhaven
1885,Ho Wan Restaurant,111-05 Liberty Ave,Richmond Hill,Chinese,3.0,http://www.yelp.com/biz/ho-wan-restaurant-richmond-hill
1886,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
1887,Loving Hut,76 Bushwick Ave,Brooklyn,Vegan,4.5,http://www.yelp.com/biz/loving-hut-brooklyn-2
1888,GreenStreets Salads,67 Irving Ave,Brooklyn,Sandwiches,4.5,http://www.yelp.com/biz/greenstreets-salads-brooklyn
1889,Wild Ginger,212 Bedford Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/wild-ginger-brooklyn
1890,Graham Avenue Meats And Deli,445 Graham Ave,Brooklyn,Meat Shops,4.5,http://www.yelp.com/biz/graham-avenue-meats-and-deli-brooklyn
1891,Fritzl's Lunch Box,173 Irving Ave,Brooklyn,Sandwiches,3.5,http://www.yelp.com/biz/fritzls-lunch-box-brooklyn
1892,Xi'an Famous Foods,86 Beadel St,Brooklyn,Chinese,4.5,http://www.yelp.com/biz/xian-famous-foods-brooklyn
1893,Sri Thai Cafe,795 Grand St,Brooklyn,Thai,4.0,http://www.yelp.com/biz/sri-thai-cafe-brooklyn
1894,Boulevard Cafe,253 Bushwick Ave,Brooklyn,American (New),4.0,http://www.yelp.com/biz/boulevard-cafe-brooklyn-2
1895,Sips & Bites,178 N 10th St,Brooklyn,Caterers,4.0,http://www.yelp.com/biz/sips-and-bites-brooklyn
1896,Knife,330 S 3rd St,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/knife-brooklyn
1897,Akaru,201 Wyckoff Ave,Brooklyn,Sushi Bars,4.5,http://www.yelp.com/biz/akaru-brooklyn
1898,Juniper,112 Berry St,Brooklyn,Burgers,4.5,http://www.yelp.com/biz/juniper-brooklyn-2
1899,Saltie,378 Metropolitan Ave,Brooklyn,Desserts,4.0,http://www.yelp.com/biz/saltie-brooklyn
1900,Bahia Restaurant,690 Grand St,Brooklyn,Latin American,4.0,http://www.yelp.com/biz/bahia-restaurant-brooklyn-2
1901,Lomzynianka,646 Manhattan Ave,Brooklyn,Polish,4.5,http://www.yelp.com/biz/lomzynianka-brooklyn
1902,La Goulette,159 Grand St,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/la-goulette-brooklyn
1903,Waffle & Wolf,413 Graham Ave,Brooklyn,Breakfast & Brunch,4.0,http://www.yelp.com/biz/waffle-and-wolf-brooklyn
1904,Pies-n-Thighs,166 S 4th St,Brooklyn,Southern,4.0,http://www.yelp.com/biz/pies-n-thighs-brooklyn
1905,Mesa Azteca,91 Wyckoff Ave,Brooklyn,Mexican,4.0,http://www.yelp.com/biz/mesa-azteca-brooklyn
1906,Tortilleria Mexicana Los Hermanos,271 Starr St,Brooklyn,Mexican,4.0,http://www.yelp.com/biz/tortilleria-mexicana-los-hermanos-brooklyn-2
1907,Wild Ginger,212 Bedford Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/wild-ginger-brooklyn
1908,Juniper,112 Berry St,Brooklyn,Burgers,4.5,http://www.yelp.com/biz/juniper-brooklyn-2
1909,La Goulette,159 Grand St,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/la-goulette-brooklyn
1910,Sips & Bites,178 N 10th St,Brooklyn,Caterers,4.0,http://www.yelp.com/biz/sips-and-bites-brooklyn
1911,Pies-n-Thighs,166 S 4th St,Brooklyn,Southern,4.0,http://www.yelp.com/biz/pies-n-thighs-brooklyn
1912,Khao Sarn,311 Bedford Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/khao-sarn-brooklyn
1913,Saltie,378 Metropolitan Ave,Brooklyn,Desserts,4.0,http://www.yelp.com/biz/saltie-brooklyn
1914,The Shanti Shack,85 N 3rd St,Brooklyn,Vegetarian,5.0,http://www.yelp.com/biz/the-shanti-shack-brooklyn
1915,Knife,330 S 3rd St,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/knife-brooklyn
1916,Oasis,161 N 7th St,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/oasis-brooklyn-3
1917,Motorino,139 Broadway,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/motorino-brooklyn-2
1918,Simple Cafe & Restaurant,346 Bedford Ave,Brooklyn,American (New),3.5,http://www.yelp.com/biz/simple-cafe-and-restaurant-brooklyn
1919,Loving Hut,76 Bushwick Ave,Brooklyn,Vegan,4.5,http://www.yelp.com/biz/loving-hut-brooklyn-2
1920,Urban Rustic,236 N 12th St,Brooklyn,Grocery,3.5,http://www.yelp.com/biz/urban-rustic-brooklyn
1921,Graham Avenue Meats And Deli,445 Graham Ave,Brooklyn,Meat Shops,4.5,http://www.yelp.com/biz/graham-avenue-meats-and-deli-brooklyn
1922,Kabob Shack,182 Havemeyer St,Brooklyn,Afghan,4.0,http://www.yelp.com/biz/kabob-shack-brooklyn
1923,Lomzynianka,646 Manhattan Ave,Brooklyn,Polish,4.5,http://www.yelp.com/biz/lomzynianka-brooklyn
1924,Bliss Grand,167 Grand St,Brooklyn,Vegan,4.0,http://www.yelp.com/biz/bliss-grand-brooklyn
1925,Trix,145 Bedford Ave,Brooklyn,Gastropubs,3.5,http://www.yelp.com/biz/trix-brooklyn
1926,Vanessa's Dumpling House,310 Bedford Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/vanessas-dumpling-house-brooklyn
1927,Loving Hut,76 Bushwick Ave,Brooklyn,Vegan,4.5,http://www.yelp.com/biz/loving-hut-brooklyn-2
1928,Wild Ginger,212 Bedford Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/wild-ginger-brooklyn
1929,Sips & Bites,178 N 10th St,Brooklyn,Caterers,4.0,http://www.yelp.com/biz/sips-and-bites-brooklyn
1930,Graham Avenue Meats And Deli,445 Graham Ave,Brooklyn,Meat Shops,4.5,http://www.yelp.com/biz/graham-avenue-meats-and-deli-brooklyn
1931,Juniper,112 Berry St,Brooklyn,Burgers,4.5,http://www.yelp.com/biz/juniper-brooklyn-2
1932,Lomzynianka,646 Manhattan Ave,Brooklyn,Polish,4.5,http://www.yelp.com/biz/lomzynianka-brooklyn
1933,Lunchbox Brooklyn,120 Norman Ave,Brooklyn,Coffee & Tea,3.5,http://www.yelp.com/biz/lunchbox-brooklyn-brooklyn
1934,Urban Rustic,236 N 12th St,Brooklyn,Grocery,3.5,http://www.yelp.com/biz/urban-rustic-brooklyn
1935,Saltie,378 Metropolitan Ave,Brooklyn,Desserts,4.0,http://www.yelp.com/biz/saltie-brooklyn
1936,Xi'an Famous Foods,86 Beadel St,Brooklyn,Chinese,4.5,http://www.yelp.com/biz/xian-famous-foods-brooklyn
1937,Waffle & Wolf,413 Graham Ave,Brooklyn,Breakfast & Brunch,4.0,http://www.yelp.com/biz/waffle-and-wolf-brooklyn
1938,Oasis,161 N 7th St,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/oasis-brooklyn-3
1939,La Goulette,159 Grand St,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/la-goulette-brooklyn
1940,Knife,330 S 3rd St,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/knife-brooklyn
1941,Sri Thai Cafe,795 Grand St,Brooklyn,Thai,4.0,http://www.yelp.com/biz/sri-thai-cafe-brooklyn
1942,Relax Restaurant,68 Newell St,Brooklyn,Diners,4.0,http://www.yelp.com/biz/relax-restaurant-brooklyn
1943,The Shanti Shack,85 N 3rd St,Brooklyn,Vegetarian,5.0,http://www.yelp.com/biz/the-shanti-shack-brooklyn
1944,Christina's,853 Manhattan Ave,Brooklyn,Polish,4.0,http://www.yelp.com/biz/christinas-brooklyn
1945,Bahia Restaurant,690 Grand St,Brooklyn,Latin American,4.0,http://www.yelp.com/biz/bahia-restaurant-brooklyn-2
1946,Khao Sarn,311 Bedford Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/khao-sarn-brooklyn
1947,Los Papi's,77 Bridge St,Brooklyn,Latin American,4.0,http://www.yelp.com/biz/los-papis-brooklyn
1948,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/govindas-vegetarian-brooklyn
1949,Il Porto,37 Washington Ave,New York,Pizza,4.0,http://www.yelp.com/biz/il-porto-new-york-2
1950,Farmer In the Deli,357 Myrtle Ave,Brooklyn,Grocery,4.5,http://www.yelp.com/biz/farmer-in-the-deli-brooklyn
1951,Golden Fried Dumpling,192 Duffield St,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/golden-fried-dumpling-brooklyn
1952,El Cofre,454 Myrtle Ave,Brooklyn,Latin American,4.0,http://www.yelp.com/biz/el-cofre-brooklyn-2
1953,Ted & Honey,63 Flushing Ave,Brooklyn,American (New),3.0,http://www.yelp.com/biz/ted-and-honey-brooklyn-2
1954,Black Iris,228 Dekalb Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/black-iris-brooklyn
1955,Tio Pio,78 Willoughby St,Brooklyn,Latin American,3.5,http://www.yelp.com/biz/tio-pio-brooklyn
1956,Pillow Cafe Lounge,505 Myrtle Ave,Brooklyn,Coffee & Tea,3.5,http://www.yelp.com/biz/pillow-cafe-lounge-brooklyn-3
1957,Siggy's Good Food,76 Henry St,Brooklyn,American (New),4.0,http://www.yelp.com/biz/siggys-good-food-brooklyn-2
1958,WAZA Sushi & Ramen,485 Myrtle Ave,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/waza-sushi-and-ramen-brooklyn-2
1959,The Steel Cart,61-85 Adams St,New York,Sandwiches,5.0,http://www.yelp.com/biz/the-steel-cart-new-york
1960,Motorino,139 Broadway,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/motorino-brooklyn-2
1961,Pies-n-Thighs,166 S 4th St,Brooklyn,Southern,4.0,http://www.yelp.com/biz/pies-n-thighs-brooklyn
1962,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/bedouin-tent-restaurant-brooklyn
1963,Vegetarian Ginger,128 Montague St,Brooklyn,Vegan,4.0,http://www.yelp.com/biz/vegetarian-ginger-brooklyn
1964,Smashburger,80 Dekalb Ave,Brooklyn,Burgers,4.0,http://www.yelp.com/biz/smashburger-brooklyn
